t,I0-5,I5-10,I10-15,I15-20,I20-25,I25-30,I30-35,I35-40,I40-45,I45-50,I50-55,I55-60,I60-65,I65-70,I70-75,I75-80,I80-85,C0-5,C5-10,C10-15,C15-20,C20-25,C25-30,C30-35,C35-40,C40-45,C45-50,C50-55,C55-60,C60-65,C65-70,C70-75,C75-80,C80-85,D0-5,D5-10,D10-15,D15-20,D20-25,D25-30,D30-35,D35-40,D40-45,D45-50,D50-55,D55-60,D60-65,D65-70,D70-75,D75-80,D80-85,DC0-5,DC5-10,DC10-15,DC15-20,DC20-25,DC25-30,DC30-35,DC35-40,DC40-45,DC45-50,DC50-55,DC55-60,DC60-65,DC65-70,DC70-75,DC75-80,DC80-85,ETU0-5,ETU5-10,ETU10-15,ETU15-20,ETU20-25,ETU25-30,ETU30-35,ETU35-40,ETU40-45,ETU45-50,ETU50-55,ETU55-60,ETU60-65,ETU65-70,ETU70-75,ETU75-80,ETU80-85,H0-5,H5-10,H10-15,H15-20,H20-25,H25-30,H30-35,H35-40,H40-45,H45-50,H50-55,H55-60,H60-65,H65-70,H70-75,H75-80,H80-85,V0-5,V5-10,V10-15,V15-20,V20-25,V25-30,V30-35,V35-40,V40-45,V45-50,V50-55,V55-60,V60-65,V65-70,V70-75,V75-80,V80-85
198,35,44,28,29,25,32,21,20,20,10,8,11,2,5,3,1,0,35,43,27,29,23,32,21,20,20,9,8,10,2,5,3,1,0,36,32,26,22,22,35,16,14,16,6,8,10,0,2,2,0,0,28,31,21,22,15,28,17,14,17,9,8,8,1,3,1,0,0,28,27,16,18,12,25,15,10,16,7,5,4,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,35,44,28,29,25,32,21,20,20,10,8,11,2,5,3,1,0,35,43,27,29,23,32,21,20,20,9,8,10,2,5,3,1,0,36,33,26,22,22,36,17,15,17,6,8,10,0,2,2,0,0,28,31,21,22,15,28,17,14,17,9,8,8,1,3,1,0,0,28,27,16,18,12,25,15,10,16,7,5,4,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,35,44,28,29,25,32,22,20,20,10,8,11,2,5,3,1,0,35,43,27,29,23,32,21,20,20,10,8,11,2,5,3,1,0,36,35,26,22,23,36,18,16,18,6,8,10,0,2,2,0,0,28,31,21,22,15,28,17,14,17,9,8,9,1,3,1,0,0,28,27,17,18,12,25,15,10,16,7,5,4,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,35,44,28,29,25,32,23,20,20,10,8,11,2,5,3,2,0,35,43,27,29,23,32,21,20,20,10,8,11,2,5,3,1,0,36,37,26,22,25,36,18,16,18,6,8,10,0,2,2,0,0,28,31,22,22,15,28,17,14,17,9,8,9,1,3,1,0,0,28,27,17,18,12,25,15,10,16,7,5,5,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,36,44,28,29,25,32,24,20,20,10,8,11,2,5,3,2,0,35,43,27,29,23,32,21,20,20,10,8,11,2,5,3,1,0,36,38,26,23,27,36,18,17,18,6,8,10,0,2,2,0,0,28,31,22,22,15,28,17,14,17,9,8,9,1,3,1,0,0,28,27,17,18,12,25,15,10,16,7,5,5,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,36,44,28,29,25,32,24,20,20,10,8,11,2,5,3,2,0,35,43,27,29,24,32,22,20,20,10,8,11,2,5,3,1,0,36,38,26,24,28,36,18,18,18,6,8,10,0,2,2,0,0,28,31,22,22,15,28,17,14,17,9,8,9,1,3,1,0,0,28,27,17,19,12,25,15,10,16,7,5,5,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,36,44,28,29,25,32,24,20,20,10,9,11,2,5,4,2,0,35,43,27,29,24,32,22,20,20,10,8,11,2,5,3,1,0,36,38,26,24,28,36,18,18,18,6,8,10,0,2,2,0,0,28,31,22,23,15,28,17,14,17,9,8,9,1,3,1,0,0,28,27,17,19,12,25,15,10,16,7,5,5,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,36,44,28,29,26,32,25,20,20,10,9,11,2,5,4,2,0,36,44,27,29,24,32,22,20,20,10,9,11,2,5,4,1,0,36,38,26,24,28,36,18,18,19,6,8,10,0,2,2,0,0,29,31,22,23,15,28,17,14,17,9,8,9,1,3,1,0,0,29,27,17,19,12,25,15,10,16,8,5,5,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,36,44,28,29,26,32,25,20,20,10,9,11,2,5,4,2,0,36,44,27,29,24,32,22,20,20,10,9,11,2,5,4,1,0,36,38,26,24,28,36,19,18,20,6,8,10,0,2,2,0,0,29,31,22,23,15,28,17,14,17,10,8,9,1,3,1,0,0,29,27,17,19,12,25,15,10,16,8,5,5,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,36,44,28,29,26,32,25,20,20,10,9,11,2,5,4,2,0,36,44,27,29,24,32,22,20,20,10,9,11,2,5,4,1,0,36,38,28,24,28,36,20,18,21,6,8,10,0,2,2,0,0,29,31,22,23,15,28,17,14,17,10,8,9,1,3,1,0,0,29,27,17,19,12,25,15,10,16,8,5,5,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,36,44,28,29,27,32,25,20,20,10,9,11,2,5,4,2,0,36,44,27,29,24,32,22,20,20,10,9,11,2,5,4,1,0,36,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,31,22,23,15,28,17,14,17,10,8,9,1,3,1,0,0,29,27,17,19,13,25,15,10,16,8,5,5,1,2,1,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,36,44,28,29,27,32,25,20,20,10,9,11,2,5,4,2,0,36,44,27,29,24,32,22,20,20,10,9,11,2,5,4,1,0,36,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,31,22,23,16,28,17,14,17,10,8,9,1,3,1,0,0,29,27,17,19,13,25,15,10,16,8,5,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,36,44,28,29,27,32,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,24,32,24,20,20,10,9,11,2,5,4,1,0,36,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,31,22,23,16,28,18,14,17,10,8,9,1,3,1,0,0,29,28,17,19,13,25,15,10,16,8,5,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,36,44,28,30,27,32,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,24,32,24,20,20,10,9,11,2,5,4,1,0,36,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,32,22,23,16,28,18,14,17,10,8,9,1,3,2,0,0,29,28,17,19,13,25,15,10,16,8,5,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,36,44,28,30,27,32,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,24,32,25,20,20,10,9,11,2,5,4,1,0,36,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,32,22,23,16,28,19,14,17,10,8,9,1,3,2,0,0,29,28,17,19,13,25,15,10,16,8,5,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,36,45,28,30,27,32,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,25,32,25,20,20,10,9,11,2,5,4,1,0,36,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,32,22,23,16,28,19,14,17,10,8,9,1,3,2,0,0,29,28,17,19,13,25,16,10,16,8,5,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,36,45,28,31,27,32,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,25,32,25,20,20,10,9,11,2,5,4,2,0,36,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,32,22,23,16,28,19,14,17,10,8,9,1,3,2,1,0,29,28,17,19,13,25,16,10,16,8,5,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,36,46,28,31,27,32,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,25,32,25,20,20,10,9,11,2,5,4,2,0,37,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,32,22,23,16,28,19,14,17,10,8,9,1,3,2,1,0,29,28,17,19,13,25,17,10,16,8,5,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,36,46,28,31,27,33,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,27,32,25,20,20,10,9,11,2,5,4,2,0,38,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,32,22,23,18,28,19,14,17,10,8,9,1,3,2,1,0,29,28,17,19,13,25,17,10,16,8,5,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,36,46,28,31,27,33,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,27,32,25,20,20,10,9,11,2,5,4,2,0,38,38,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,32,22,23,18,28,19,14,17,10,8,9,1,3,2,1,0,29,28,17,19,16,25,17,10,16,8,5,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,36,46,28,32,27,33,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,27,32,25,20,20,10,10,11,2,5,4,2,0,38,39,30,24,28,36,20,18,22,6,8,10,0,2,2,0,0,29,32,22,23,18,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,19,16,25,17,10,16,8,6,5,1,2,2,0,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,36,46,28,32,27,33,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,27,32,25,20,20,10,10,11,2,5,4,2,0,38,40,30,24,28,36,20,18,22,6,8,10,0,2,3,0,0,29,32,22,23,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,19,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,36,46,28,32,27,33,25,20,20,10,10,11,2,5,4,2,0,36,44,27,29,27,32,25,20,20,10,10,11,2,5,4,2,0,38,40,30,24,28,36,20,18,22,6,8,10,0,2,4,0,0,29,32,22,23,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,19,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,36,46,28,32,27,33,25,20,20,10,10,11,2,5,4,2,0,36,45,27,29,27,32,25,20,20,10,10,11,2,5,4,2,0,38,41,30,25,28,36,20,18,22,6,8,10,0,2,4,0,0,29,32,22,23,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,19,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,36,46,28,32,28,33,25,20,20,10,10,11,2,5,4,2,0,36,45,27,30,27,32,25,20,20,10,10,11,2,5,4,2,0,38,42,30,26,28,36,21,18,22,6,8,10,0,2,4,0,0,29,32,22,24,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,19,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,36,46,28,33,29,33,25,20,20,10,10,11,2,5,4,2,0,36,45,27,30,27,32,25,20,20,10,10,11,2,5,4,2,0,38,42,30,28,28,36,22,18,22,6,8,10,0,2,4,0,0,29,32,22,24,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,20,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,36,46,28,33,29,33,25,20,20,10,10,11,2,5,4,2,0,36,45,27,30,27,32,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,28,36,22,18,22,6,8,10,0,2,4,0,0,29,32,22,24,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,20,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,36,46,28,33,29,33,25,20,20,10,10,11,2,5,4,2,0,36,45,27,30,27,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,28,36,23,18,22,6,9,10,0,2,4,0,0,29,32,22,24,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,20,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,36,46,29,33,29,33,25,20,21,10,10,11,2,5,4,2,0,36,46,27,30,27,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,28,36,24,18,22,6,10,10,0,2,4,0,0,29,32,22,24,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,20,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,36,46,29,33,29,33,25,20,21,10,10,11,2,5,4,2,0,36,46,27,30,27,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,28,36,24,18,22,6,10,10,0,2,4,0,0,29,32,22,24,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,20,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,36,46,29,33,29,33,25,20,21,10,10,11,2,5,4,2,0,36,46,27,30,27,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,29,36,24,18,22,6,10,10,0,2,4,0,0,29,32,22,24,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,20,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,36,46,29,33,29,33,25,20,21,10,10,11,2,5,4,2,0,36,46,27,32,27,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,30,36,24,18,22,6,10,10,0,2,4,0,0,29,32,22,25,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,20,16,25,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,36,46,29,33,29,33,25,20,21,10,10,11,2,5,4,2,0,36,46,27,32,27,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,30,36,24,18,22,6,10,10,0,2,4,0,0,29,32,22,25,19,28,19,14,17,10,9,9,1,3,2,1,0,29,28,17,21,16,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,32,27,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,30,36,24,18,22,6,10,10,0,2,4,0,0,29,32,22,25,19,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,21,16,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,32,28,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,30,36,24,18,22,6,10,10,0,2,4,0,0,29,32,22,25,20,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,21,16,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,33,28,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,30,36,24,18,22,6,10,10,0,2,4,0,0,29,32,22,25,20,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,21,16,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,33,29,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,30,36,24,18,22,6,10,10,0,2,4,1,0,29,32,22,25,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,22,16,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,33,29,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,30,36,24,18,22,6,10,10,0,2,4,2,0,29,32,22,26,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,22,17,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,33,29,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,30,36,24,18,22,6,10,10,0,2,4,2,0,29,32,22,26,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,22,17,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,33,29,33,25,20,20,10,10,11,2,5,4,2,0,38,42,30,30,30,36,24,18,22,6,10,10,0,2,4,2,0,29,32,22,26,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,22,18,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,43,30,30,30,36,24,18,22,6,10,10,0,2,4,2,0,29,32,22,26,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,23,18,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,44,30,30,30,36,24,18,22,6,10,10,0,2,4,2,0,29,32,22,27,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,23,18,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,27,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,44,30,30,31,36,24,18,22,6,10,10,0,2,4,2,0,29,32,22,27,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,23,18,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,44,30,30,32,37,24,18,22,6,10,10,0,2,4,2,0,29,32,22,27,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,23,18,26,17,10,16,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,44,30,30,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,22,27,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,44,30,30,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,22,27,21,29,19,14,17,10,9,9,1,3,2,1,0,29,28,17,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,44,30,30,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,22,27,21,29,19,14,18,10,9,9,1,3,2,1,0,29,28,17,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,44,30,30,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,22,27,21,29,19,14,18,10,9,9,1,3,2,1,0,29,28,17,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,44,30,31,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,22,27,21,29,19,14,18,10,9,9,1,3,2,1,0,29,28,18,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,45,30,32,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,23,27,21,29,19,14,18,10,9,9,1,3,2,1,0,29,28,18,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,36,46,29,33,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,46,30,32,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,23,27,21,29,19,14,18,10,9,9,1,3,2,1,0,29,28,18,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,36,46,29,34,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,46,30,32,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,23,27,21,29,19,14,18,10,9,9,1,3,2,1,0,29,28,18,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,36,46,29,34,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,46,30,32,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,23,27,21,29,19,14,18,10,9,9,1,3,2,1,0,29,28,18,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,36,46,29,35,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,21,10,10,11,2,5,4,2,0,38,46,30,32,32,38,24,18,22,6,10,10,0,2,4,2,0,29,32,23,27,21,29,19,14,18,10,9,9,1,3,2,1,0,29,28,18,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,36,46,29,35,29,33,25,20,22,10,10,11,2,5,4,2,0,36,46,28,33,29,33,25,20,22,10,10,11,2,5,4,2,0,38,46,30,32,33,38,24,18,22,6,10,10,0,2,4,2,0,29,32,23,27,21,29,19,14,19,10,9,9,1,3,2,1,0,29,28,18,23,18,26,17,10,17,8,6,5,1,2,2,1,0,0,2,3,3,2,1,2,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
